date,store_name,machine_number,machine_name,games,diff,bb,rb,art,total_rate,bb_rate,rb_rate,art_rate,graph_max,graph_min,graph_drawdown,graph_points
2026-08-19,楽園大宮店,2879,沖ドキ!BLACK,1411,2381,16,14,0,47.0,88.2,100.8,,,,,
2026-08-19,楽園大宮店,2880,沖ドキ!BLACK,4476,-3571,12,11,0,194.6,373.0,406.9,,,,,
2026-08-19,楽園大宮店,2881,沖ドキ!BLACK,667,3762,19,6,0,26.7,35.1,111.2,,,,,
2026-08-19,楽園大宮店,2882,沖ドキ!BLACK,3201,-1047,16,8,0,133.4,200.1,400.1,,,,,
2026-08-19,楽園大宮店,2883,沖ドキ!BLACK,2818,-1904,10,6,0,176.1,281.8,469.7,,,,,
2026-08-19,楽園大宮店,2884,沖ドキ!BLACK,991,-95,5,4,0,110.1,198.2,247.8,,,,,
2026-08-19,楽園大宮店,2885,沖ドキ!BLACK,5401,-4095,13,18,0,174.2,415.5,300.1,,,,,
2026-08-19,楽園大宮店,2886,チバリヨ2,1607,-1904,3,2,0,321.4,535.7,803.5,,,,,
2026-08-19,楽園大宮店,2887,チバリヨ2,1361,-762,6,2,0,170.1,226.8,680.5,,,,,
2026-08-19,楽園大宮店,2888,チバリヨ2,2478,-1857,9,6,0,165.2,275.3,413.0,,,,,
2026-08-19,楽園大宮店,2889,チバリヨ2,3934,4953,40,15,0,71.5,98.3,262.3,,,,,
2026-08-19,楽園大宮店,2890,チバリヨ2,2118,-3142,3,2,0,423.6,706.0,1059.0,,,,,
2026-08-19,楽園大宮店,2891,チバリヨ2,2415,-2619,6,8,0,172.5,402.5,301.9,,,,,
2026-08-19,楽園大宮店,2892,チバリヨ2,1954,-2333,4,5,0,217.1,488.5,390.8,,,,,
2026-08-19,楽園大宮店,2893,チバリヨ2,2803,-2142,9,10,0,147.5,311.4,280.3,,,,,
2026-08-19,楽園大宮店,2894,チバリヨ2,3958,-3000,14,12,0,152.2,282.7,329.8,,,,,
2026-08-19,楽園大宮店,2895,チバリヨ2,1777,667,14,4,0,98.7,126.9,444.2,,,,,
2026-08-19,楽園大宮店,2896,チバリヨ2,2866,-2476,10,5,0,191.1,286.6,573.2,,,,,
2026-08-19,楽園大宮店,2897,チバリヨ2,2612,-3095,4,7,0,237.5,653.0,373.1,,,,,
2026-08-19,楽園大宮店,2898,チバリヨ2,0,0,0,0,0,,,,,,,,
2026-08-19,楽園大宮店,2899,チバリヨ2,3318,-4428,6,3,0,368.7,553.0,1106.0,,,,,
2026-08-19,楽園大宮店,2900,チバリヨ2,1034,-48,7,4,0,94.0,147.7,258.5,,,,,
2026-08-19,楽園大宮店,2901,チバリヨ2,1601,-381,10,3,0,123.2,160.1,533.7,,,,,
2026-08-19,楽園大宮店,2902,キングハナハナ-30,5074,-381,18,10,0,181.2,281.9,507.4,,,,,
2026-08-19,楽園大宮店,2903,キングハナハナ-30,978,-523,2,0,0,489.0,489.0,,,,,,
2026-08-19,楽園大宮店,2904,キングハナハナ-30,3830,-1190,10,8,0,212.8,383.0,478.8,,,,,
2026-08-19,楽園大宮店,2905,キングハナハナ-30,3610,-238,10,13,0,157.0,361.0,277.7,,,,,
2026-08-19,楽園大宮店,2906,キングハナハナ-30,5777,-1285,16,13,0,199.2,361.1,444.4,,,,,
2026-08-19,楽園大宮店,2907,キングハナハナ-30,2603,-3000,0,4,0,650.8,,650.8,,,,,
2026-08-19,楽園大宮店,2908,キングハナハナ-30,1809,-1000,6,1,0,258.4,301.5,1809.0,,,,,
2026-08-19,楽園大宮店,2909,キングハナハナ-30,6205,1762,29,13,0,147.7,214.0,477.3,,,,,
2026-08-19,楽園大宮店,2910,キングハナハナ-30,2274,-1142,5,3,0,284.2,454.8,758.0,,,,,
2026-08-19,楽園大宮店,2911,キングハナハナ-30,3256,429,15,5,0,162.8,217.1,651.2,,,,,
2026-08-19,楽園大宮店,2912,キングハナハナ-30,7346,143,25,21,0,159.7,293.8,349.8,,,,,
2026-08-19,楽園大宮店,2913,キングハナハナ-30,0,0,0,0,0,,,,,,,,
2026-08-19,楽園大宮店,2926,沖ドキ!DUO アンコール,2349,5953,43,18,0,38.5,54.6,130.5,,,,,
2026-08-19,楽園大宮店,2927,沖ドキ!DUO アンコール,2731,96,24,7,0,88.1,113.8,390.1,,,,,
2026-08-19,楽園大宮店,2928,沖ドキ!DUO アンコール,1095,-762,5,4,0,121.7,219.0,273.8,,,,,
2026-08-19,楽園大宮店,2929,沖ドキ!DUO アンコール,3057,-2476,15,7,0,139.0,203.8,436.7,,,,,
2026-08-19,楽園大宮店,2930,沖ドキ!DUO アンコール,3621,-333,28,10,0,95.3,129.3,362.1,,,,,
2026-08-19,楽園大宮店,2931,沖ドキ!DUO アンコール,333,524,5,2,0,47.6,66.6,166.5,,,,,
2026-08-19,楽園大宮店,2932,沖ドキ!DUO アンコール,4756,-1952,30,16,0,103.4,158.5,297.2,,,,,
2026-08-19,楽園大宮店,2933,沖ドキ!DUO アンコール,190,238,2,2,0,47.5,95.0,95.0,,,,,
2026-08-19,楽園大宮店,2934,沖ドキ!DUO アンコール,1989,-619,12,11,0,86.5,165.8,180.8,,,,,
2026-08-19,楽園大宮店,2935,沖ドキ!DUO アンコール,750,-523,3,2,0,150.0,250.0,375.0,,,,,
2026-08-19,楽園大宮店,2936,沖ドキ!DUO アンコール,1424,3048,24,9,0,43.2,59.3,158.2,,,,,
2026-08-19,楽園大宮店,3001,うみねこのなく頃に2,7346,1238,17,22,0,188.4,432.1,333.9,,,,,
2026-08-19,楽園大宮店,3002,うみねこのなく頃に2,8286,524,29,17,0,180.1,285.7,487.4,,,,,
2026-08-19,楽園大宮店,3003,うみねこのなく頃に2,9145,1096,25,24,0,186.6,365.8,381.0,,,,,
2026-08-19,楽園大宮店,3004,不二子BT,1336,-381,8,2,0,133.6,167.0,668.0,,,,,
2026-08-19,楽園大宮店,3005,不二子BT,2857,238,23,6,0,98.5,124.2,476.2,,,,,
2026-08-19,楽園大宮店,3006,不二子BT,1618,-95,11,2,0,124.5,147.1,809.0,,,,,
2026-08-19,楽園大宮店,3007,A‐SLOT+ 異世界かるてっと,3045,-1571,13,5,0,169.2,234.2,609.0,,,,,
2026-08-19,楽園大宮店,3008,A‐SLOT+ 異世界かるてっと,4361,238,25,19,0,99.1,174.4,229.5,,,,,
2026-08-19,楽園大宮店,3009,A‐SLOT+ 異世界かるてっと,4340,1000,29,20,0,88.6,149.7,217.0,,,,,
2026-08-19,楽園大宮店,3010,A‐SLOT+ 異世界かるてっと,5034,-1095,23,19,0,119.9,218.9,264.9,,,,,
2026-08-19,楽園大宮店,3011,アレックス ブライト,6617,-190,22,14,0,183.8,300.8,472.6,,,,,
2026-08-19,楽園大宮店,3012,アレックス ブライト,4298,-285,15,10,0,171.9,286.5,429.8,,,,,
2026-08-19,楽園大宮店,3013,アレックス ブライト,2244,-238,8,1,0,249.3,280.5,2244.0,,,,,
2026-08-19,楽園大宮店,3014,アレックス ブライト,5973,1667,23,15,0,157.2,259.7,398.2,,,,,
2026-08-19,楽園大宮店,3015,ヱヴァンゲリヲン ～約束の扉～,1941,-619,5,6,0,176.5,388.2,323.5,,,,,
2026-08-19,楽園大宮店,3016,ヱヴァンゲリヲン ～約束の扉～,4034,1096,15,6,0,192.1,268.9,672.3,,,,,
2026-08-19,楽園大宮店,3017,鉄拳6,1378,-1095,5,3,2,137.8,275.6,459.3,689.0,,,,
2026-08-19,楽園大宮店,3018,鉄拳6,1265,2429,12,14,3,43.6,105.4,90.4,421.7,,,,
2026-08-19,楽園大宮店,3019,鉄拳6,1378,-1762,4,2,1,196.9,344.5,689.0,1378.0,,,,
2026-08-19,楽園大宮店,3020,鉄拳6,1607,-2095,4,2,1,229.6,401.8,803.5,1607.0,,,,
2026-08-19,楽園大宮店,3021,鉄拳6,754,-904,3,1,1,150.8,251.3,754.0,754.0,,,,
2026-08-19,楽園大宮店,3022,鉄拳6,1912,-1000,9,5,4,106.2,212.4,382.4,478.0,,,,
2026-08-19,楽園大宮店,3023,スーパーブラックジャック,1295,-1476,0,4,4,161.9,,323.8,323.8,,,,
2026-08-19,楽園大宮店,3024,スーパーブラックジャック,941,572,0,1,14,62.7,,941.0,67.2,,,,
2026-08-19,楽園大宮店,3025,スーパーブラックジャック,47,-95,0,0,0,,,,,,,,
2026-08-19,楽園大宮店,3026,スーパーブラックジャック,633,-190,0,0,6,105.5,,,105.5,,,,
2026-08-19,楽園大宮店,3027,スーパーブラックジャック,1139,-476,0,2,6,142.4,,569.5,189.8,,,,
2026-08-19,楽園大宮店,3028,スーパーブラックジャック,6173,-1238,0,8,51,104.6,,771.6,121.0,,,,
2026-08-19,楽園大宮店,3029,スーパーブラックジャック,459,-142,0,0,3,153.0,,,153.0,,,,
2026-08-19,楽園大宮店,3030,スーパーブラックジャック,1531,-1523,0,3,7,153.1,,510.3,218.7,,,,
2026-08-19,楽園大宮店,3031,戦国コレクション6,4992,-4190,0,7,14,237.7,,713.1,356.6,,,,
2026-08-19,楽園大宮店,3032,戦国コレクション6,6067,-3047,0,13,23,168.5,,466.7,263.8,,,,
2026-08-19,楽園大宮店,3033,戦国コレクション6,8120,1096,0,14,50,126.9,,580.0,162.4,,,,
2026-08-19,楽園大宮店,3034,戦国コレクション6,7678,3238,0,13,32,170.6,,590.6,239.9,,,,
2026-08-19,楽園大宮店,3035,戦国コレクション6,7566,-142,0,12,31,176.0,,630.5,244.1,,,,
2026-08-19,楽園大宮店,3036,戦国コレクション6,5370,-1762,0,9,18,198.9,,596.7,298.3,,,,
2026-08-19,楽園大宮店,3037,戦国コレクション6,8858,-3238,0,14,25,227.1,,632.7,354.3,,,,
2026-08-19,楽園大宮店,3038,戦国乙女4 戦乱に閃く炯眼の軍師,1138,-1285,2,0,1,379.3,569.0,,1138.0,,,,
2026-08-19,楽園大宮店,3039,戦国乙女4 戦乱に閃く炯眼の軍師,1138,-1762,1,0,0,1138.0,1138.0,,,,,,
2026-08-19,楽園大宮店,3040,戦国乙女4 戦乱に閃く炯眼の軍師,1599,-619,5,0,2,228.4,319.8,,799.5,,,,
2026-08-19,楽園大宮店,3041,戦国乙女4 戦乱に閃く炯眼の軍師,466,-714,0,0,0,,,,,,,,
2026-08-19,楽園大宮店,3042,戦国乙女4 戦乱に閃く炯眼の軍師,2861,-1142,10,0,8,158.9,286.1,,357.6,,,,
2026-08-19,楽園大宮店,3043,戦国乙女4 戦乱に閃く炯眼の軍師,1621,-857,5,0,5,162.1,324.2,,324.2,,,,
2026-08-19,楽園大宮店,3044,戦国乙女4 戦乱に閃く炯眼の軍師,2735,-762,12,0,7,143.9,227.9,,390.7,,,,
2026-08-19,楽園大宮店,3045,戦国乙女4 戦乱に閃く炯眼の軍師,1441,-48,4,0,2,240.2,360.2,,720.5,,,,
2026-08-19,楽園大宮店,3046,戦国乙女4 戦乱に閃く炯眼の軍師,1156,-619,3,0,2,231.2,385.3,,578.0,,,,
2026-08-19,楽園大宮店,3047,戦国乙女4 戦乱に閃く炯眼の軍師,1619,-714,7,0,4,147.2,231.3,,404.8,,,,
2026-08-19,楽園大宮店,3048,戦国乙女4 戦乱に閃く炯眼の軍師,632,-619,1,0,1,316.0,632.0,,632.0,,,,
2026-08-19,楽園大宮店,3049,戦国乙女5 業火を穿つ宿焔の双刃,7261,7762,0,20,61,89.6,,363.1,119.0,,,,
2026-08-19,楽園大宮店,3050,戦国乙女5 業火を穿つ宿焔の双刃,2971,-762,0,7,17,123.8,,424.4,174.8,,,,
2026-08-19,楽園大宮店,3051,戦国乙女5 業火を穿つ宿焔の双刃,8166,3429,0,20,62,99.6,,408.3,131.7,,,,
2026-08-19,楽園大宮店,3052,戦国乙女5 業火を穿つ宿焔の双刃,5762,1429,0,14,36,115.2,,411.6,160.1,,,,
2026-08-19,楽園大宮店,3053,戦国乙女5 業火を穿つ宿焔の双刃,8525,-952,0,15,54,123.6,,568.3,157.9,,,,
2026-08-19,楽園大宮店,3054,戦国乙女5 業火を穿つ宿焔の双刃,6710,-2571,0,12,42,124.3,,559.2,159.8,,,,
2026-08-19,楽園大宮店,3055,戦国乙女5 業火を穿つ宿焔の双刃,8239,5048,0,19,64,99.3,,433.6,128.7,,,,
2026-08-19,楽園大宮店,3056,戦国乙女5 業火を穿つ宿焔の双刃,5242,715,0,7,27,154.2,,748.9,194.1,,,,
2026-08-19,楽園大宮店,3057,戦国乙女5 業火を穿つ宿焔の双刃,6999,2096,0,19,49,102.9,,368.4,142.8,,,,
2026-08-19,楽園大宮店,3058,戦国乙女5 業火を穿つ宿焔の双刃,5145,715,0,16,41,90.3,,321.6,125.5,,,,
2026-08-19,楽園大宮店,3059,戦国乙女5 業火を穿つ宿焔の双刃,7500,-3142,0,11,44,136.4,,681.8,170.5,,,,
2026-08-19,楽園大宮店,3060,戦国乙女5 業火を穿つ宿焔の双刃,6413,-1857,0,11,41,123.3,,583.0,156.4,,,,
2026-08-19,楽園大宮店,3061,戦国乙女5 業火を穿つ宿焔の双刃,5960,-2571,0,14,31,132.4,,425.7,192.3,,,,
2026-08-19,楽園大宮店,3062,戦国乙女5 業火を穿つ宿焔の双刃,6444,-1142,0,12,36,134.2,,537.0,179.0,,,,
2026-08-19,楽園大宮店,3063,戦国乙女5 業火を穿つ宿焔の双刃,7272,96,0,18,51,105.4,,404.0,142.6,,,,
2026-08-19,楽園大宮店,3064,戦国乙女5 業火を穿つ宿焔の双刃,7033,953,0,13,44,123.4,,541.0,159.8,,,,
2026-08-19,楽園大宮店,3065,戦国乙女5 業火を穿つ宿焔の双刃,7807,8572,0,29,68,80.5,,269.2,114.8,,,,
2026-08-19,楽園大宮店,3066,戦国乙女5 業火を穿つ宿焔の双刃,8796,11096,0,25,72,90.7,,351.8,122.2,,,,
2026-08-19,楽園大宮店,3067,戦国乙女5 業火を穿つ宿焔の双刃,5539,-952,0,12,34,120.4,,461.6,162.9,,,,
2026-08-19,楽園大宮店,3068,戦国乙女5 業火を穿つ宿焔の双刃,7080,-2666,0,11,32,164.7,,643.6,221.2,,,,
2026-08-19,楽園大宮店,3069,戦国乙女5 業火を穿つ宿焔の双刃,6803,1858,0,14,43,119.4,,485.9,158.2,,,,
2026-08-19,楽園大宮店,3070,戦国乙女5 業火を穿つ宿焔の双刃,4940,-2190,0,10,33,114.9,,494.0,149.7,,,,
2026-08-19,楽園大宮店,3071,戦国乙女5 業火を穿つ宿焔の双刃,4013,334,0,10,30,100.3,,401.3,133.8,,,,
2026-08-19,楽園大宮店,3072,戦国乙女5 業火を穿つ宿焔の双刃,6037,-4381,0,7,27,177.6,,862.4,223.6,,,,
2026-08-19,楽園大宮店,3073,戦国乙女5 業火を穿つ宿焔の双刃,7488,715,0,19,52,105.5,,394.1,144.0,,,,
2026-08-19,楽園大宮店,3074,戦国乙女5 業火を穿つ宿焔の双刃,8330,-3619,0,14,37,163.3,,595.0,225.1,,,,
2026-08-19,楽園大宮店,3075,戦国乙女5 業火を穿つ宿焔の双刃,7884,1381,0,15,44,133.6,,525.6,179.2,,,,
2026-08-19,楽園大宮店,3076,戦国乙女5 業火を穿つ宿焔の双刃,7175,1191,0,10,39,146.4,,717.5,184.0,,,,
2026-08-19,楽園大宮店,3077,戦国乙女5 業火を穿つ宿焔の双刃,6313,4381,0,16,45,103.5,,394.6,140.3,,,,
2026-08-19,楽園大宮店,3078,戦国乙女5 業火を穿つ宿焔の双刃,7529,-1619,0,10,41,147.6,,752.9,183.6,,,,
2026-08-19,楽園大宮店,3079,戦国乙女5 業火を穿つ宿焔の双刃,7872,762,0,17,55,109.3,,463.1,143.1,,,,
2026-08-19,楽園大宮店,3080,甲鉄城のカバネリ 海門(うなと)決戦,7158,572,0,14,52,108.5,,511.3,137.7,,,,
2026-08-19,楽園大宮店,3081,甲鉄城のカバネリ 海門(うなと)決戦,5736,-523,0,12,33,127.5,,478.0,173.8,,,,
2026-08-19,楽園大宮店,3082,甲鉄城のカバネリ 海門(うなと)決戦,2719,-1523,0,8,11,143.1,,339.9,247.2,,,,
2026-08-19,楽園大宮店,3083,甲鉄城のカバネリ 海門(うなと)決戦,1261,-952,0,3,6,140.1,,420.3,210.2,,,,
2026-08-19,楽園大宮店,3084,甲鉄城のカバネリ 海門(うなと)決戦,5029,-428,0,13,32,111.8,,386.8,157.2,,,,
2026-08-19,楽園大宮店,3085,甲鉄城のカバネリ 海門(うなと)決戦,788,-190,0,2,6,98.5,,394.0,131.3,,,,
2026-08-19,楽園大宮店,3086,甲鉄城のカバネリ 海門(うなと)決戦,1975,-1666,0,4,8,164.6,,493.8,246.9,,,,
2026-08-19,楽園大宮店,3087,甲鉄城のカバネリ 海門(うなと)決戦,3932,-3952,0,12,14,151.2,,327.7,280.9,,,,
2026-08-19,楽園大宮店,3088,甲鉄城のカバネリ 海門(うなと)決戦,1945,-476,0,3,10,149.6,,648.3,194.5,,,,
2026-08-19,楽園大宮店,3089,甲鉄城のカバネリ 海門(うなと)決戦,1847,-523,0,7,9,115.4,,263.9,205.2,,,,
2026-08-19,楽園大宮店,3090,甲鉄城のカバネリ 海門(うなと)決戦,6450,2858,0,10,57,96.3,,645.0,113.2,,,,
2026-08-19,楽園大宮店,3091,甲鉄城のカバネリ 海門(うなと)決戦,366,477,0,2,5,52.3,,183.0,73.2,,,,
2026-08-19,楽園大宮店,3092,甲鉄城のカバネリ 海門(うなと)決戦,3499,429,0,14,27,85.3,,249.9,129.6,,,,
2026-08-19,楽園大宮店,3093,甲鉄城のカバネリ 海門(うなと)決戦,4343,-381,0,15,32,92.4,,289.5,135.7,,,,
2026-08-19,楽園大宮店,3094,甲鉄城のカバネリ 海門(うなと)決戦,1636,1429,0,3,16,86.1,,545.3,102.2,,,,
2026-08-19,楽園大宮店,3095,甲鉄城のカバネリ 海門(うなと)決戦,3613,1048,0,9,29,95.1,,401.4,124.6,,,,
2026-08-19,楽園大宮店,3096,甲鉄城のカバネリ 海門(うなと)決戦,5897,-2523,0,18,34,113.4,,327.6,173.4,,,,
2026-08-19,楽園大宮店,3097,甲鉄城のカバネリ 海門(うなと)決戦,1748,-571,0,8,10,97.1,,218.5,174.8,,,,
2026-08-19,楽園大宮店,3098,甲鉄城のカバネリ 海門(うなと)決戦,7512,7238,0,8,76,89.4,,939.0,98.8,,,,
2026-08-19,楽園大宮店,3099,甲鉄城のカバネリ 海門(うなと)決戦,2029,429,0,7,18,81.2,,289.9,112.7,,,,
2026-08-19,楽園大宮店,3100,甲鉄城のカバネリ 海門(うなと)決戦,1550,-666,0,5,8,119.2,,310.0,193.8,,,,
2026-08-19,楽園大宮店,3101,甲鉄城のカバネリ 海門(うなと)決戦,2515,286,0,7,19,96.7,,359.3,132.4,,,,
2026-08-19,楽園大宮店,3102,甲鉄城のカバネリ 海門(うなと)決戦,448,-48,0,1,3,112.0,,448.0,149.3,,,,
2026-08-19,楽園大宮店,3103,甲鉄城のカバネリ 海門(うなと)決戦,4702,953,0,14,37,92.2,,335.9,127.1,,,,
2026-08-19,楽園大宮店,3104,甲鉄城のカバネリ 海門(うなと)決戦,3073,-1857,0,10,12,139.7,,307.3,256.1,,,,
2026-08-19,楽園大宮店,3105,甲鉄城のカバネリ 海門(うなと)決戦,1310,-1809,0,5,3,163.8,,262.0,436.7,,,,
2026-08-19,楽園大宮店,3106,甲鉄城のカバネリ 海門(うなと)決戦,5606,2810,0,14,51,86.2,,400.4,109.9,,,,
2026-08-19,楽園大宮店,3107,甲鉄城のカバネリ 海門(うなと)決戦,2995,-762,0,11,18,103.3,,272.3,166.4,,,,
2026-08-19,楽園大宮店,3108,甲鉄城のカバネリ 海門(うなと)決戦,1018,-666,0,2,5,145.4,,509.0,203.6,,,,
2026-08-19,楽園大宮店,3109,甲鉄城のカバネリ 海門(うなと)決戦,4710,-1571,0,9,26,134.6,,523.3,181.2,,,,
2026-08-19,楽園大宮店,3110,甲鉄城のカバネリ 海門(うなと)決戦,4544,1810,0,8,37,101.0,,568.0,122.8,,,,
2026-08-19,楽園大宮店,3111,甲鉄城のカバネリ 海門(うなと)決戦,1100,-666,0,2,5,157.1,,550.0,220.0,,,,
2026-08-19,楽園大宮店,3112,甲鉄城のカバネリ 海門(うなと)決戦,2026,-428,0,7,15,92.1,,289.4,135.1,,,,
2026-08-19,楽園大宮店,3113,甲鉄城のカバネリ 海門(うなと)決戦,8091,-48,0,22,58,101.1,,367.8,139.5,,,,
2026-08-19,楽園大宮店,3114,化物語,1222,-571,0,3,9,101.8,,407.3,135.8,,,,
2026-08-19,楽園大宮店,3115,化物語,812,-857,0,1,3,203.0,,812.0,270.7,,,,
2026-08-19,楽園大宮店,3116,化物語,984,-762,0,3,3,164.0,,328.0,328.0,,,,
2026-08-19,楽園大宮店,3117,化物語,1433,-1333,0,4,5,159.2,,358.2,286.6,,,,
2026-08-19,楽園大宮店,3118,化物語,1378,-523,0,5,7,114.8,,275.6,196.9,,,,
2026-08-19,楽園大宮店,3119,化物語,820,-619,0,2,3,164.0,,410.0,273.3,,,,
2026-08-19,楽園大宮店,3120,化物語,941,-571,0,3,5,117.6,,313.7,188.2,,,,
2026-08-19,楽園大宮店,3121,化物語,789,-571,0,3,3,131.5,,263.0,263.0,,,,
2026-08-19,楽園大宮店,3122,化物語,1909,1143,0,4,14,106.1,,477.2,136.4,,,,
2026-08-19,楽園大宮店,3123,化物語,2265,-1666,0,4,10,161.8,,566.2,226.5,,,,
2026-08-19,楽園大宮店,3124,化物語,1611,-381,0,5,10,107.4,,322.2,161.1,,,,
2026-08-19,楽園大宮店,3125,化物語,1768,-619,0,3,8,160.7,,589.3,221.0,,,,
2026-08-19,楽園大宮店,3126,化物語,786,-523,0,1,3,196.5,,786.0,262.0,,,,
2026-08-19,楽園大宮店,3127,化物語,4562,858,0,12,31,106.1,,380.2,147.2,,,,
2026-08-19,楽園大宮店,3128,化物語,2093,-1047,0,6,8,149.5,,348.8,261.6,,,,
2026-08-19,楽園大宮店,3129,化物語,1492,-1476,0,2,5,213.1,,746.0,298.4,,,,
2026-08-19,楽園大宮店,3130,化物語,678,-571,0,2,2,169.5,,339.0,339.0,,,,
2026-08-19,楽園大宮店,3131,甲鉄城のカバネリ 海門(うなと)決戦,5240,-3047,0,15,24,134.4,,349.3,218.3,,,,
2026-08-19,楽園大宮店,3132,甲鉄城のカバネリ 海門(うなと)決戦,5047,-857,0,16,31,107.4,,315.4,162.8,,,,
2026-08-19,楽園大宮店,3133,甲鉄城のカバネリ 海門(うなと)決戦,1358,-1095,0,4,7,123.5,,339.5,194.0,,,,
2026-08-19,楽園大宮店,3134,甲鉄城のカバネリ 海門(うなと)決戦,4846,-1523,0,10,29,124.3,,484.6,167.1,,,,
2026-08-19,楽園大宮店,3135,甲鉄城のカバネリ 海門(うなと)決戦,3375,-1523,0,9,19,120.5,,375.0,177.6,,,,
2026-08-19,楽園大宮店,3136,甲鉄城のカバネリ 海門(うなと)決戦,6831,2334,0,20,59,86.5,,341.6,115.8,,,,
2026-08-19,楽園大宮店,3137,甲鉄城のカバネリ 海門(うなと)決戦,2703,-476,0,8,16,112.6,,337.9,168.9,,,,
2026-08-19,楽園大宮店,3138,甲鉄城のカバネリ 海門(うなと)決戦,4993,3429,0,13,44,87.6,,384.1,113.5,,,,
2026-08-19,楽園大宮店,3139,甲鉄城のカバネリ 海門(うなと)決戦,3447,524,0,10,24,101.4,,344.7,143.6,,,,
2026-08-19,楽園大宮店,3140,甲鉄城のカバネリ 海門(うなと)決戦,1363,-95,0,2,8,136.3,,681.5,170.4,,,,
2026-08-19,楽園大宮店,3141,甲鉄城のカバネリ 海門(うなと)決戦,6779,3143,0,16,51,101.2,,423.7,132.9,,,,
2026-08-19,楽園大宮店,3142,甲鉄城のカバネリ 海門(うなと)決戦,3641,-2428,0,11,17,130.0,,331.0,214.2,,,,
2026-08-19,楽園大宮店,3143,甲鉄城のカバネリ 海門(うなと)決戦,2526,-2190,0,8,9,148.6,,315.8,280.7,,,,
2026-08-19,楽園大宮店,3144,甲鉄城のカバネリ 海門(うなと)決戦,2914,-904,0,7,17,121.4,,416.3,171.4,,,,
2026-08-19,楽園大宮店,3145,いざ！番長,3600,-619,0,7,22,124.1,,514.3,163.6,,,,
2026-08-19,楽園大宮店,3146,いざ！番長,2315,-95,0,8,13,110.2,,289.4,178.1,,,,
2026-08-19,楽園大宮店,3147,いざ！番長,2339,96,0,9,16,93.6,,259.9,146.2,,,,
2026-08-19,楽園大宮店,3148,いざ！番長,1237,-190,0,5,7,103.1,,247.4,176.7,,,,
2026-08-19,楽園大宮店,3149,いざ！番長,2171,-2333,0,1,6,310.1,,2171.0,361.8,,,,
2026-08-19,楽園大宮店,3150,いざ！番長,2587,-714,0,8,13,123.2,,323.4,199.0,,,,
2026-08-19,楽園大宮店,3151,いざ！番長,2162,-666,0,3,7,216.2,,720.7,308.9,,,,
2026-08-19,楽園大宮店,3152,いざ！番長,1773,-95,0,3,12,118.2,,591.0,147.8,,,,
2026-08-19,楽園大宮店,3153,いざ！番長,2449,-1428,0,3,10,188.4,,816.3,244.9,,,,
2026-08-19,楽園大宮店,3154,いざ！番長,2021,-2047,0,1,8,224.6,,2021.0,252.6,,,,
2026-08-19,楽園大宮店,3155,いざ！番長,1729,-1762,0,2,4,288.2,,864.5,432.2,,,,
2026-08-19,楽園大宮店,3156,ゴッドイーター リザレクション,1960,-476,0,4,13,115.3,,490.0,150.8,,,,
2026-08-19,楽園大宮店,3157,ゴッドイーター リザレクション,4322,-428,0,8,28,120.1,,540.2,154.4,,,,
2026-08-19,楽園大宮店,3158,ゴッドイーター リザレクション,664,143,0,1,2,221.3,,664.0,332.0,,,,
2026-08-19,楽園大宮店,3159,ゴッドイーター リザレクション,2832,-1381,0,4,15,149.1,,708.0,188.8,,,,
2026-08-19,楽園大宮店,3160,ゴッドイーター リザレクション,1451,-1714,0,3,4,207.3,,483.7,362.8,,,,
2026-08-19,楽園大宮店,3161,ドッチ,3687,3143,43,15,0,63.6,85.7,245.8,,,,,
2026-08-19,楽園大宮店,3162,ドッチ,2629,-2381,9,6,0,175.3,292.1,438.2,,,,,
2026-08-19,楽園大宮店,3163,ドッチ,1940,-476,12,6,0,107.8,161.7,323.3,,,,,
2026-08-19,楽園大宮店,3164,ドッチ,2508,-238,20,6,0,96.5,125.4,418.0,,,,,
2026-08-19,楽園大宮店,3165,主役は銭形5,1928,-2285,0,2,4,321.3,,964.0,482.0,,,,
2026-08-19,楽園大宮店,3166,主役は銭形5,5617,1191,0,8,25,170.2,,702.1,224.7,,,,
2026-08-19,楽園大宮店,3167,主役は銭形5,2866,429,0,5,16,136.5,,573.2,179.1,,,,
2026-08-19,楽園大宮店,3168,主役は銭形5,2013,-1047,0,3,8,183.0,,671.0,251.6,,,,
2026-08-19,楽園大宮店,3169,モンスターハンターライズ,9485,14000,0,21,111,71.9,,451.7,85.5,,,,
2026-08-19,楽園大宮店,3170,モンスターハンターライズ,2771,-142,0,4,20,115.5,,692.8,138.6,,,,
2026-08-19,楽園大宮店,3171,モンスターハンターライズ,3618,-666,0,10,29,92.8,,361.8,124.8,,,,
2026-08-19,楽園大宮店,3172,モンスターハンターライズ,3818,-2333,0,10,18,136.4,,381.8,212.1,,,,
2026-08-19,楽園大宮店,3173,モンスターハンターライズ,8659,4619,0,17,80,89.3,,509.4,108.2,,,,
2026-08-19,楽園大宮店,3174,モンスターハンターライズ,5916,2048,0,16,50,89.6,,369.8,118.3,,,,
2026-08-19,楽園大宮店,3175,モンスターハンターライズ,4367,-714,0,9,32,106.5,,485.2,136.5,,,,
2026-08-19,楽園大宮店,3176,スーパーリオエース2,4743,4524,0,42,48,52.7,,112.9,98.8,,,,
2026-08-19,楽園大宮店,3177,スーパーリオエース2,591,-619,0,1,2,197.0,,591.0,295.5,,,,
