台番号	G数	差枚	BB	RB
2111	7,910	+715	0	0
2112	8,481	+2,858	0	0
2113	8,040	+7,238	0	0
2114	6,233	-2,095	0	0
2115	8,305	-3,857	0	0
2116	6,285	-2,666	0	0
2117	4,696	-523	2	0
2118	6,414	-4,142	0	0
2119	6,150	-1,952	0	0
2120	8,261	+6,381	1	0
2121	7,102	-1,428	4	0
2122	9,070	-2,904	0	0
2123	8,502	+8,715	0	0
2124	10,495	-1,333	0	0
2125	7,489	-3,666	0	0
2126	3,566	-1,904	0	0
2127	6,930	-4,190	0	0
2128	6,499	-1,952	0	0
2145	7,206	-2,428	0	0
2146	9,801	+2,667	0	0
2147	6,475	-2,000	0	0
2148	6,724	+96	0	0
2149	7,351	-666	0	0
2150	6,361	-5,095	0	0
2161	4,581	-4,095	0	0
2162	5,905	-1,952	7	0
2163	7,528	-48	0	0
2164	5,447	-1,238	14	0
2165	6,681	-5,095	0	0
2166	7,852	-3,428	0	0
2624	3,227	-1,428	0	0
真打 吉宗
2151	7,961	-2,333	0	18
2152	8,677	-5,095	0	21
2153	5,649	-1,762	0	11
2154	7,231	-2,571	0	13
2155	9,274	-190	0	18
2156	7,889	+477	0	19
2157	6,021	-285	0	14
2158	8,298	-2,904	0	22
2159	8,474	+2,381	0	17
2160	6,969	-2,714	0	19
ストリートファイター6
2249	6,594	+2,191	0	13
2250	7,344	+4,238	0	15
2251	6,897	-762	0	17
2252	6,517	-4,190	0	19
2253	7,503	-1,809	0	18
2280	9,018	+12,238	0	20
2281	6,262	-2,333	0	13
2282	5,597	-2,381	0	17
2283	6,626	-3,666	0	18
2284	6,955	+4,619	0	15
ソードアート・オンラインII
2254	6,705	+3,905	0	0
2255	6,705	-3,619	0	0
2256	7,498	+5,762	0	0
2257	7,246	+4,238	0	0
2258	8,344	-5,095	0	0
2259	8,034	+1,572	0	0
2260	9,103	-1,047	0	0
2261	7,853	+3,429	0	0
2262	6,922	+1,905	0	0
2263	7,443	-5,095	0	0
2264	7,915	+2,858	0	0
2265	7,587	-2,714	0	0
2266	8,046	+3,429	0	0
2267	8,713	-4,285	0	0
2268	7,619	-1,381	0	0
2269	7,989	-333	0	0
2270	8,753	-5,095	0	0
2271	8,998	+4,905	0	0
2272	6,504	+4,477	0	0
2273	9,237	-1,333	0	0
2274	7,534	-5,095	0	0
2275	8,956	+905	0	0
2276	8,905	+5,953	0	0
2277	7,899	-3,666	0	0
2278	6,626	-3,142	0	0
2279	7,721	-3,476	0	0
モンキーターンV
2285	7,438	-714	0	16
2286	4,776	-619	0	13
2287	9,150	-3,523	0	21
2288	8,979	+4,762	0	20
2289	8,433	-2,000	0	16
2290	7,860	+1,191	0	16
2291	8,202	+1,429	0	20
2292	8,540	+667	0	19
2293	5,609	-3,190	0	14
2294	7,869	-2,619	0	18
2295	5,667	+2,762	0	9
2296	7,813	-1,619	0	22
2297	6,280	+1,667	0	9
2298	8,225	+3,572	0	22
2299	7,547	-4,714	0	17
2795	5,756	-1,952	0	13
2796	6,687	+3,810	0	13
2797	5,430	-3,095	0	14
2798	6,706	+286	0	13
2799	5,975	-2,857	0	12
2800	9,379	-4,428	0	19
2801	4,705	-4,523	0	7
2802	6,913	-1,619	0	17
2803	7,996	-1,619	0	15
2804	7,256	-1,619	0	19
2805	6,216	+3,096	0	10
2806	5,180	-3,381	0	12
2807	5,366	-1,571	0	11
2808	8,673	+3,477	0	17
2809	6,249	-1,190	0	14
2810	6,801	-1,809	0	13
2811	7,101	-48	0	15
2812	0	+0	0	0
マイジャグラーV
2300	7,196	-809	24	19
2301	8,372	-95	30	29
2302	7,496	-48	29	17
2303	7,555	+477	31	14
2304	8,366	+334	31	29
2305	6,630	+1,334	33	14
2306	8,073	+1,334	33	30
2307	8,822	+1,762	35	34
2308	7,552	-1,762	20	21
2309	9,031	+1,477	42	22
2310	8,894	+2,810	41	34
2311	8,937	+715	29	43
2312	7,322	-2,666	22	15
2313	6,863	+143	23	23
2314	0	+0	0	0
2315	8,088	-571	28	24
2316	8,393	-1,857	25	18
2317	7,977	+2,143	36	31
2318	5,385	+143	22	14
2319	5,854	+191	20	24
2320	7,178	-571	26	17
2321	6,759	-1,666	21	10
2322	7,943	+191	29	24
2323	7,054	-1,047	28	14
2324	7,798	-381	25	32
2325	7,707	-1,762	20	30
2326	5,838	+143	22	15
2327	8,347	+191	31	26
2328	7,499	-666	25	25
2329	9,220	+2,000	39	32
2465	7,204	-238	27	19
2466	6,814	+1,762	31	18
2467	6,983	+2,858	36	20
2468	7,497	+619	30	20
2469	7,937	+1,048	34	31
2470	8,030	-1,333	25	26
2471	7,498	-333	27	26
2472	8,161	-95	30	24
2473	7,517	-571	28	16
2474	7,982	+2,096	39	23
2475	8,212	-428	29	20
2476	8,194	+96	27	32
2477	7,000	-571	24	23
2478	7,586	+286	28	24
2479	8,382	-619	26	28
2480	6,780	-95	24	20
2481	7,168	+1,191	32	17
2482	7,107	+143	24	27
2483	7,529	+2,286	34	30
2484	7,916	+1,048	30	28
2485	8,063	-2,047	24	20
2486	5,247	+715	22	14
2487	6,356	-1,095	20	15
2488	0	+0	0	0
2489	5,538	-904	18	14
2490	6,927	+1,858	32	23
2491	7,957	+524	33	21
2492	7,426	+1,381	35	21
2493	7,283	-142	26	19
2494	0	+0	0	0
2495	7,848	+1,905	39	19
ゴーゴージャグラー3
2330	6,577	-2,571	17	15
2331	6,672	-523	25	17
2332	5,822	-1,047	17	25
2333	6,972	-95	28	19
2334	7,258	+1,810	35	26
2335	6,617	+858	27	22
2336	6,934	+905	30	23
2337	7,064	-619	23	27
2338	6,525	+2,429	37	17
2339	7,713	+905	33	32
2340	7,199	-952	25	22
2341	8,110	-238	31	28
2342	7,218	+477	29	24
2343	6,363	-1,857	19	14
2344	4,726	-333	17	16
2345	7,964	-1,238	28	23
2346	6,447	-190	26	19
2347	5,460	-571	21	16
2348	5,747	-2,428	15	13
2349	7,808	+143	32	25
2350	5,038	-3,238	11	9
2351	6,938	+96	27	20
2352	7,646	+619	33	28
2353	5,713	+96	22	16
2354	7,251	+191	29	20
2355	7,529	-809	24	29
2356	8,258	+1,762	39	26
2357	6,311	-333	24	19
2358	6,048	+1,429	27	22
2496	7,173	-2,095	20	23
2497	6,675	+96	27	19
2498	6,930	-762	23	23
2499	8,146	+477	33	26
2500	6,477	-1,476	19	24
2501	6,302	-1,333	19	18
2502	4,492	+1,524	23	17
2503	5,529	-1,142	16	19
2504	7,748	-333	26	28
2505	5,562	+381	25	14
2506	6,038	-619	20	18
2507	6,749	+2,191	36	21
2508	8,912	+2,191	41	36
2509	8,263	+2,096	37	30
2510	7,970	-1,428	25	25
2511	4,152	-904	12	15
2512	6,379	-1,666	21	16
2513	7,136	-381	26	24
2514	6,322	+429	25	21
2515	5,624	+143	23	14
2516	7,020	+953	29	26
2517	7,684	-381	33	17
2518	5,132	+762	25	11
2519	7,262	-1,666	20	25
スマスロ北斗の拳
2359	4,635	+810	55	14
2360	6,087	-3,381	42	14
2361	5,819	+1,619	74	15
2362	5,953	-2,000	54	18
2363	6,102	-2,285	49	15
2364	4,634	+572	56	8
2365	6,642	-1,285	66	10
2366	4,681	-3,000	31	8
2383	3,377	+143	40	7
2384	5,771	-904	58	14
2385	5,815	-3,047	39	10
2386	7,451	-1,333	72	18
2387	4,605	+4,096	74	15
2388	5,730	-2,238	46	13
2389	4,626	-1,000	42	13
2390	6,656	-381	69	14
北斗の拳 転生の章2
2367	7,546	+1,334	0	19
2368	3,898	-2,142	0	8
2369	4,728	-2,381	0	8
2370	7,394	+1,477	0	11
2371	9,195	+6,667	0	19
2372	6,539	-3,952	0	11
2373	6,712	+3,667	0	8
2374	6,024	-381	0	10
2375	6,196	-1,523	0	11
2376	8,902	+1,048	0	19
2377	5,845	+143	0	13
2378	4,650	-2,142	0	9
2379	5,892	-1,666	0	12
2380	4,111	-1,095	0	10
2381	7,061	+2,905	0	15
2382	8,621	+4,000	0	15
2520	4,807	-1,762	40	12
2521	3,529	-1,047	32	7
2522	4,442	-2,666	31	14
2523	5,535	-1,381	58	16
2524	4,055	-1,238	36	11
2525	4,276	-571	41	12
2526	2,701	-3,047	9	4
2527	3,878	-2,238	27	13
2528	6,018	-1,095	59	18
2529	2,581	-1,333	19	6
2530	4,811	+524	60	14
2531	3,601	-3,381	17	5
2532	3,787	-3,047	22	7
2533	5,649	-4,285	35	11
2534	3,848	-1,047	34	12
2535	3,543	+6,858	73	12
2536	5,897	+381	68	23
2537	3,866	-809	37	13
2538	5,565	+143	62	20
2539	4,968	+3,429	85	18
2540	2,543	+3,381	68	7
2541	5,995	-1,333	57	19
2542	3,439	+2,810	56	10
2543	4,683	+7,286	87	17
2544	4,364	+5,238	81	17
2545	6,484	-1,381	78	22
2546	3,692	-1,809	29	9
2547	4,140	-3,523	28	8
マギアレコード 魔法少女まどか☆マギカ外伝
2391	8,008	+10,953	14	0
2392	7,996	+3,572	17	0
2393	8,346	-1,666	27	0
2394	8,833	-428	28	0
2395	8,012	+5,715	15	0
2396	9,000	+8,381	18	0
2397	8,404	-1,142	32	0
2398	8,643	+3,667	26	0
2399	7,761	-3,523	24	0
2400	8,448	-285	33	0
2401	8,391	-1,762	27	0
2402	7,630	-1,381	25	0
2403	8,830	+1,762	29	0
2404	8,215	-1,476	27	0
2405	8,623	+5,810	19	0
2406	7,591	-1,047	24	0
2407	9,125	+9,143	15	0
2408	5,509	-2,857	19	0
2409	7,156	+1,191	25	0
2410	7,751	-2,238	24	0
2411	8,786	+2,238	21	0
2412	9,649	+3,619	20	0
2413	8,717	+1,858	25	0
2414	8,082	-1,095	29	0
2415	7,961	+2,477	23	0
2416	8,051	-1,619	25	0
2417	7,386	-1,428	21	0
2418	7,612	+9,858	10	0
かぐや様は告らせたい
2419	6,770	-4,714	19	14
2420	6,544	-904	33	8
2421	4,558	-3,381	15	3
2422	5,420	+1,048	29	13
2423	5,658	-1,904	22	8
2424	5,547	+4,715	37	6
2425	4,216	+6,191	41	5
2426	5,350	+5,429	41	7
2427	6,075	+2,334	31	11
2428	7,133	-1,142	34	7
2429	5,593	+3,238	37	5
2430	5,696	-5,095	8	11
2431	5,841	-2,809	22	6
2432	5,776	-4,809	13	13
2433	5,235	+762	30	7
2434	6,543	+286	35	9
ハッピージャグラーVIII
2435	6,719	-285	22	23
2436	6,529	-2,428	17	18
2437	7,116	+96	23	30
2438	7,899	+667	30	28
2439	5,057	-1,095	14	20
2440	6,008	-1,285	18	19
2441	5,702	+1,429	26	17
2442	7,101	+619	27	30
2443	6,830	-523	23	20
2444	7,433	+1,381	36	20
2445	6,168	+2,953	33	20
2446	5,188	-1,000	17	11
2447	7,691	+1,762	34	23
2448	6,509	+2,334	35	16
2449	8,914	-619	26	35
2450	6,126	+1,000	27	18
2451	5,493	-1,762	13	17
ミスタージャグラー
2452	7,844	-619	24	31
2453	6,958	-190	24	23
2454	6,310	-190	21	23
2455	5,864	-619	23	9
2456	6,737	+3,619	37	29
2457	4,732	-1,904	11	12
2458	8,176	+572	30	32
2459	5,021	-95	16	21
2460	7,214	-1,190	21	21
2461	5,580	-1,428	16	16
2462	7,224	+1,477	32	21
2463	8,006	+1,048	35	18
2464	7,672	-142	28	23
スマスロ炎炎ノ消防隊2
2548	7,438	-2,762	0	20
2549	5,698	+3,191	0	13
2550	5,404	-1,428	0	8
2551	6,961	+6,143	0	14
2552	6,180	-1,381	0	11
2553	7,133	-3,285	0	14
2554	8,634	+810	0	17
2555	7,197	+3,096	0	14
2556	3,837	-1,333	0	7
2557	7,171	+4,477	0	10
2558	4,781	-2,619	0	11
2559	5,983	+4,429	0	12
2560	5,028	-1,047	0	10
2561	7,111	-1,619	0	11
2562	7,260	+3,381	0	16
2563	6,933	+1,381	0	12
2564	8,415	-1,571	0	20
2565	7,077	+6,667	0	20
2566	8,529	-1,095	0	22
2567	7,928	+2,572	0	14
2568	5,905	-3,571	0	11
2569	6,367	-2,142	0	20
2570	6,290	-523	0	13
2571	7,589	+2,524	0	12
からくりサーカス2
2572	6,641	+191	0	21
2573	5,915	+286	0	15
2574	7,311	+2,667	0	13
2575	6,247	-2,381	0	14
2576	7,706	-2,000	0	16
2577	5,051	-2,142	0	13
2578	4,971	-3,571	0	7
2579	7,836	+191	0	22
2580	5,606	-4,142	0	14
2581	8,655	+9,429	0	18
2582	7,764	+15,477	0	29
2583	8,012	+4,524	0	16
2584	6,199	+1,667	0	14
2585	7,279	-1,285	0	15
2586	8,992	+3,048	0	23
2587	6,507	-5,095	0	14
2588	6,340	-4,000	0	12
2589	7,262	-2,333	0	17
2590	8,636	-5,095	0	16
2591	5,148	-2,095	0	11
2592	6,623	-2,714	0	14
2593	6,482	-2,666	0	19
2594	7,099	-4,095	0	15
2595	5,494	+7,810	0	12
2596	9,074	-2,476	0	23
2597	7,501	-857	0	13
2813	6,560	+9,381	0	13
2814	7,615	-5,095	0	13
2815	5,737	-4,333	0	7
2816	6,959	-2,666	0	12
2817	6,284	-1,952	0	14
2818	7,009	-2,857	0	9
2819	8,464	-5,095	0	17
2820	5,782	-1,571	0	15
とある魔術の禁書目録2
2598	6,909	+2,048	0	29
2599	9,464	+6,715	0	21
2600	8,732	-5,095	0	32
2601	7,924	+3,953	0	24
2602	9,142	+6,667	0	23
2603	8,031	+9,810	0	16
2604	9,631	-2,619	0	32
2605	7,605	+3,096	0	18
革命機ヴァルヴレイヴ2
2606	5,274	+3,715	70	5
2607	6,117	-2,952	37	6
2608	6,941	-1,714	38	8
2609	5,883	-3,666	21	4
2610	4,056	+1,143	51	6
2611	4,123	-4,190	11	6
2612	6,381	+191	52	7
2613	7,678	+96	44	4
2614	5,720	+4,048	66	4
2615	6,165	-142	57	4
2616	6,378	-5,095	31	8
2617	6,440	-857	44	6
2618	6,738	+3,000	69	5
2619	5,239	-3,047	29	4
2620	5,740	-1,190	35	2
2621	7,325	+5,286	109	7
GI優駿倶楽部黄金
2622	6,213	+238	0	12
ダーリン・イン・ザ・フランキス
2623	6,470	-238	0	30
バンドリ！
2625	5,194	-1,428	0	10
HEY！エリートサラリーマン鏡
2626	5,981	-3,047	0	9
頭文字D 2nd
2627	5,777	+96	0	5
ゾンビランドサガ
2628	4,435	-619	44	0
シャーマンキング
2629	5,857	-1,190	12	0
スマスロ真・北斗無双
2630	3,469	-1,333	22	0
2715	5,788	+953	48	0
プリズムナナ
2631	4,195	-2,619	16	21
ガールズ&パンツァー 最終章
2632	3,551	-476	36	29
戦国コレクション6
2633	6,927	-4,619	0	13
3031	7,375	+5,715	0	12
3032	7,474	-1,809	0	15
3033	7,215	-142	0	16
3034	5,967	-3,523	0	10
3035	9,293	+1,715	0	15
3036	7,347	-3,523	0	13
3037	6,415	-2,047	0	10
七つの魔剣が支配する
2634	7,285	+953	0	20
ひぐらしのなく頃に 業
2635	2,164	-762	4	4
マジカルハロウィン8
2636	6,200	+2,143	36	0
BIRDIE WING ‐Golf Girls' Story‐
2637	7,442	-3,523	0	51
とある科学の超電磁砲2
2638	5,234	+858	0	11
ビッグドリーム THE GOLDEN PUSHER
2639	6,622	-4,476	0	29
吉宗
2640	5,736	-2,619	8	5
2641	6,381	-3,238	8	10
2642	5,698	+1,381	13	8
2643	6,722	-333	13	7
2644	7,148	-4,095	9	5
バイオハザード RE:2
2645	5,330	-95	39	0
頭文字D
2646	1,447	-238	6	6
ハイパーラッシュ
2647	6,854	+1,381	30	15
コードギアス反逆のルルーシュ3 C.C.&Kallen ver.
2648	7,921	-190	22	23
2649	5,653	-2,095	13	10
2650	6,774	+191	25	7
この素晴らしい世界に祝福を！
2651	0	+0	0	0
2652	6,065	+2,524	0	11
2653	7,335	+858	0	18
ダンジョンに出会いを求めるのは間違っているだろうか2
2654	4,299	+810	29	0
2655	4,366	-285	23	0
2656	7,561	+5,191	51	0
交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART
2657	5,989	-1,333	31	0
2658	4,940	-2,476	17	0
2659	6,695	+2,334	44	0
2660	5,096	+1,238	31	0
2661	5,978	-428	32	0
2662	5,991	-1,714	26	0
マクロスデルタ
2663	6,675	+1,048	0	12
新鬼武者2
2664	6,562	+4,953	0	36
ニューパルサーSP4 with 太鼓の達人
2665	4,907	-238	17	13
盾の勇者の成り上がり
2666	5,542	-381	0	16
押忍!番長ZERO
2667	4,541	+1,000	0	5
甲鉄城のカバネリ
2668	7,390	+2,572	24	0
ハードボイルド
2669	5,432	+1,477	20	9
2670	0	+0	0	0
2671	5,194	-2,428	10	14
クランキークレスト
2672	7,034	+1,619	29	23
2673	6,382	+1,048	27	16
2674	6,514	-2,428	16	15
SLOTドルアーガの塔
2675	3,943	-95	14	5
2676	6,466	-857	20	15
ディスクアップ ULTRAREMIX
2695	7,040	+3,238	30	20
2696	6,841	+619	23	17
痛いのは嫌なので防御力に極振りしたいと思います。
2697	4,705	-2,190	17	14
2698	3,867	-1,714	15	11
2699	5,063	-1,285	19	21
東京リベンジャーズ
2700	6,968	-2,190	0	15
2701	6,253	-4,000	0	11
2702	5,368	-48	0	9
無職転生 ～異世界行ったら本気だす～
2703	4,116	-1,904	0	15
2704	6,633	-3,095	0	21
2705	5,768	-3,714	0	27
ゴジラ対エヴァンゲリオン
2706	4,823	-1,809	25	0
回胴黙示録カイジ 狂宴
2707	4,538	+5,286	40	7
戦姫絶唱シンフォギア 正義の歌
2708	7,595	+1,238	0	17
GALFY
2709	4,945	-3,666	6	12
少女☆歌劇 レヴュースタァライト ‐The SLOT‐
2711	5,570	-1,047	26	0
乃木坂46
2712	4,916	-4,523	0	8
コードギアス 反逆のルルーシュ/復活のルルーシュ
2713	5,049	-1,381	0	9
新鬼武者3
2714	6,026	+2,858	0	10
タクトオーパス デスティニー
2716	5,752	-4,428	0	18
3187	6,578	-1,095	0	25
3188	4,715	-1,619	0	22
3189	6,236	+5,858	0	14
喰霊‐零‐Re
2717	8,344	+2,143	47	0
2718	8,045	+572	38	0
2719	7,922	-3,428	38	0
2720	8,279	-142	37	0
やじきた道中記参る！
2721	7,481	-2,238	0	22
2722	7,381	-3,809	0	22
2723	5,818	-2,904	0	19
2724	7,425	-3,666	0	24
2725	9,132	+2,429	0	27
2726	7,877	+6,762	0	27
2727	6,297	-1,047	0	23
2728	6,730	-4,142	0	22
2729	7,730	+238	0	25
2730	5,903	+3,429	0	17
2731	6,326	-2,190	0	15
2732	9,237	-4,333	0	29
東京喰種
2733	5,447	-1,571	0	14
2734	7,293	-666	0	16
2735	9,234	+7,000	0	18
2736	5,944	-3,809	0	20
2737	6,387	+1,143	0	17
2738	6,994	-1,095	0	20
2739	6,832	-5,095	0	17
2740	8,187	+4,572	0	17
2741	5,716	-952	0	21
2742	6,601	+6,143	0	16
2743	6,015	-3,857	0	15
2744	7,185	-5,095	0	19
2745	6,883	+1,143	0	13
2746	6,425	-142	0	15
2747	8,472	+6,286	0	13
2748	5,937	-1,476	0	17
2749	6,440	-2,809	0	21
2750	7,036	-5,095	0	25
2751	6,750	+5,810	0	15
2752	6,658	-3,523	0	17
2753	6,662	+1,905	0	16
2754	9,019	+3,953	0	26
2755	7,795	+2,429	0	14
2756	6,484	-952	0	20
2757	7,143	+5,238	0	12
2758	6,766	-4,619	0	21
2759	6,845	-5,095	0	16
2760	7,525	+2,191	0	13
2761	6,103	-4,523	0	17
2762	6,270	+3,572	0	14
2763	7,814	+858	0	23
2764	7,357	+3,667	0	23
2765	7,038	-428	0	19
2766	7,193	+2,667	0	16
2767	8,771	-2,666	0	22
2768	6,405	-4,381	0	20
2769	7,671	+2,286	0	22
2770	6,539	+1,238	0	18
2771	7,941	-5,095	0	22
2772	8,670	-2,857	0	23
2773	7,605	-1,619	0	21
2774	6,779	+524	0	15
2775	7,351	-4,666	0	19
2776	8,632	+3,858	0	21
2777	8,214	-1,476	0	25
2778	3,549	-3,142	0	11
2779	8,327	+96	0	22
2780	7,727	-2,571	0	17
2781	7,644	-2,381	0	21
2782	7,209	-1,095	0	18
2783	6,628	-2,095	0	25
2784	8,136	-1,666	0	25
2785	7,453	-476	0	15
2786	8,780	+1,572	0	18
2787	6,639	-5,047	0	22
2788	4,712	+1,715	0	12
2789	8,525	+9,810	0	22
2790	8,908	+6,572	0	19
2791	7,733	-95	0	21
2792	8,111	-428	0	18
2793	7,593	+4,143	0	15
2794	9,715	-5,095	0	28
沖ドキ!DUO アンコール
2821	4,386	+5,048	55	27
2822	3,874	+10,572	79	19
2823	4,260	+11,048	82	28
2824	5,849	-2,095	39	20
2825	5,592	-857	41	22
2926	6,592	-1,952	49	17
2927	6,473	-3,428	41	14
2928	6,769	-3,047	42	20
2929	4,687	-2,428	24	20
2930	4,483	+7,572	69	23
2931	5,435	-4,238	24	20
2932	4,517	+3,381	49	25
2933	5,130	+5,143	64	26
2934	5,032	-3,428	28	15
2935	4,007	+5,715	54	27
2936	4,130	-285	34	12
沖ドキ!BLACK
2826	0	+0	0	0
2827	3,258	+3,477	33	16
2828	4,889	-3,238	11	24
2829	4,549	-3,476	13	12
2830	3,945	-3,095	11	10
2831	1,255	+4,858	29	6
2832	5,265	+191	34	15
2833	4,018	-1,238	19	12
2834	2,519	+8,238	43	33
2835	3,725	-2,714	11	9
2836	5,109	-2,095	26	4
2837	1,359	+2,715	17	9
2838	4,562	-4,428	9	11
2839	2,273	+2,762	23	16
2840	2,633	+762	19	11
2841	4,551	-2,714	16	11
2878	2,649	+1,000	18	15
2879	5,643	-3,619	21	12
2880	5,895	-3,285	20	21
2881	4,118	-1,619	18	14
2882	3,451	-857	17	11
2883	3,928	-1,095	19	14
2884	3,638	-285	21	11
2885	2,441	+1,667	22	8
沖ドキ!GOLD‐30
2842	3,649	-1,333	15	11
2843	1,909	-285	12	2
2844	2,927	-2,190	8	8
2845	2,802	-666	15	6
2846	3,592	-1,428	16	11
2847	1,611	+2,143	18	10
2848	1,961	+1,619	19	6
2849	3,712	-2,809	10	11
2850	6,101	-3,666	20	19
ヤバチバ
2851	3,946	+3,810	19	9
2852	6,042	-2,571	19	13
2853	3,663	+2,381	17	12
2854	5,521	-5,095	14	14
2855	6,214	-1,095	18	21
L南国育ち SPECIAL
2856	4,285	-952	20	16
2857	4,354	-2,190	18	8
2858	4,994	-3,190	18	6
2859	4,080	+429	27	11
2860	3,693	-2,190	14	5
スマート沖スロ ニューキングハナハナV
2861	8,196	+2,238	37	14
2862	8,104	-1,000	21	27
2863	5,357	-523	17	13
2864	4,728	-1,381	14	9
2865	6,888	+762	28	12
沖ドキ!ゴージャス 30Φ
2866	4,889	-3,095	17	11
2867	1,974	+191	12	8
2868	6,378	-3,952	21	17
